CPGfrac	RPKM	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3	Input
3859	9	0	9	25	7	5	4	6	15
3860	5.5	0	15	21	10	38	7	10	14
386618	10	0	14	6	23	8	6	9	15
386653	8.5	0	14	31	15	11	8	14	20
386675	8	0	14	26	14	10	8	21	22
386677	8	0	12	30	10	9	8	11	19
386683	5	0	12	28	13	9	7	24	15
386684	7	0	18	22	16	10	7	30	20
387065	7	0	18	17	12	8	8	13	14
387082	10	1	11	6	39	10	5	7	18
387104	4	4	7	16	11	13	3	5	12
387111	8	0	17	24	15	8	11	9	9
387119	0	10	28	5	6	32	53	6	7
387129	6	0	13	11	10	8	8	14	15
387264	2	0	13	28	16	7	6	9	13
387266	7	0	17	32	11	17	7	11	22
387273	8	0	16	31	17	15	7	13	15
387316	5	0	4	12	4	5	2	7	1
387486	7	0	11	11	7	6	7	10	8
387601	6.5	0	7	18	8	5	8	9	1
387638	6	0	13	14	11	11	7	11	10
387644	8	0	14	29	9	7	6	13	19
387695	9.5	0	30	10	13	43	5	10	17
387707	9	0	10	18	18	5	6	11	8
387715	9	0	16	25	16	9	9	13	18
387718	5	0	19	25	13	6	10	10	15
387748	4	1	7	10	20	11	4	12	1
387751	10	11	11	10	42	24	4	7	9
387755	5	0	18	15	13	51	6	14	20
387758	3	0	17	19	11	6	8	13	18
387775	5	0	8	22	12	6	9	9	3
387836	9	0	10	21	7	10	5	10	10
387837	7	0	15	22	9	9	2	12	6
387841	10	20	11	13	11	14	7	10	21
387849	9	0	14	24	8	10	7	9	11
387885	8	10	18	13	13	16	5	11	19
387895	8	0	10	6	9	25	6	14	7
387911	8	0	12	14	10	10	8	5	9
388007	8	0	10	16	15	11	8	13	14
388011	7	0	13	12	9	9	8	22	16
3881	8	0	8	28	9	9	6	10	16
388121	5	0	14	24	16	6	7	9	14
3882	8.5	0	13	28	10	12	6	16	17
388282	7	0	15	40	13	9	8	18	16
388325	0	60	68	2	15	44	104	9	20
388333	8	0	12	20	15	7	8	10	22
388364	9	0	11	22	10	6	4	10	9
388387	7	0	19	25	9	7	7	10	15
3884	9	0	12	26	12	9	6	18	14
388468	10	0	14	14	14	8	12	19	18
388499	10	0	14	20	9	10	6	14	19
3885	9	0	14	25	14	7	5	21	17
388503	7	0	16	25	12	7	7	8	14
388512	0	79	47	4	12	60	142	9	29
388533	7	0	14	31	13	8	4	8	21
388550	9	0	14	24	14	12	10	23	17
388551	6.5	0	13	28	12	7	8	12	24
388553	10	0	16	13	9	8	4	8	18
388555	5	0	13	25	14	18	7	12	9
388633	9	0	15	24	14	10	6	7	18
388646	9	0	11	16	10	4	4	7	3
388692	9	2	19	28	25	13	12	16	21
388695	0	0	45	4	19	61	114	4	15
388701	10	0	14	6	38	12	5	10	14
388714	9	0	6	3	9	10	6	11	4
388719	7	0	10	30	12	7	5	9	4
388730	9.5	1	14	10	27	5	8	11	9
388743	5	0	13	27	12	10	5	14	17
388762	8.5	0	14	16	11	7	5	14	10
388799	10	3	13	18	8	9	9	13	14
388813	10	0	17	5	11	9	7	9	12
388815	8	0	13	10	9	6	5	11	7
388818	8	0	18	18	10	5	6	19	14
388939	8.5	0	14	18	13	11	6	8	19
388942	8	0	13	26	12	8	5	17	17
388948	8	0	13	29	11	6	6	13	18
388960	9	0	13	25	8	8	5	9	12
3890	8.5	0	10	23	13	9	7	13	18
389043	8	0	7	22	15	6	8	10	7
389073	8	0	13	21	13	6	11	9	13
389084	10	0	24	14	10	31	7	8	23
389090	7	0	14	22	11	8	9	9	18
389118	10	0	15	15	10	7	6	9	19
389123	9.5	0	13	23	11	21	6	10	13
389124	7	0	16	23	15	11	7	10	16
389161	9	0	16	18	9	7	3	7	8
389177	8	0	12	15	10	6	5	7	20
389207	5	0	9	14	11	6	6	7	2
389320	10	0	18	9	13	7	5	8	15
389336	6	0	13	10	11	7	7	10	18
389384	8	0	22	26	9	44	8	9	15
389396	9	0	10	12	8	2	4	6	8
389421	0	0	15	21	11	15	4	15	11
389434	8	0	13	21	20	7	8	12	17
389558	8	0	12	21	12	9	7	12	19
389643	2	5	24	5	7	43	11	4	7
389649	0	0	17	27	13	19	7	13	15
389676	8.5	0	7	9	10	6	5	8	14
389705	3	0	15	30	16	16	7	30	15
389715	7	0	9	18	12	7	9	9	1
389730	9	0	13	19	10	6	7	12	11
389763	7.5	0	21	18	8	23	8	7	11
389766	10	0	13	12	25	13	11	15	20
389827	8	0	11	26	16	10	6	10	19
3899	0	62	86	4	9	68	135	7	14
389932	9	0	6	15	9	8	8	14	8
390003	9.5	0	15	11	14	7	6	8	13
390036	7.5	0	15	18	12	12	7	13	15
390037	10	0	11	7	16	6	7	7	9
390038	5	0	12	26	14	9	8	10	18
390054	8	0	14	16	11	7	10	11	15
390058	5	0	5	14	10	9	5	10	2
390059	8	0	16	13	12	7	5	10	15
390061	8	0	11	16	14	8	7	16	13
390063	9	0	9	23	10	5	5	14	2
390064	8	0	18	18	10	6	8	11	13
390066	6.5	0	19	28	12	7	6	8	11
390067	7.5	0	18	20	18	7	12	10	9
390072	8.5	4	9	10	14	3	7	8	9
390077	7.5	0	13	24	13	6	7	13	9
390078	8	0	5	17	14	5	13	15	2
390079	8	0	6	14	15	7	9	13	4
390083	5	0	14	18	11	9	5	15	6
390084	5.5	0	11	19	8	6	9	11	8
390110	9	0	16	27	10	6	6	13	24
390113	4	0	15	16	8	8	7	10	19
390142	3.5	0	5	6	2	3	3	7	1
390144	7.5	0	12	8	10	7	5	13	10
390148	6	0	9	10	10	2	2	11	8
390151	5	0	7	15	11	8	5	9	10
390152	6	0	8	11	16	7	6	12	6
390155	8	0	7	3	12	1	2	12	6
390157	6	0	7	14	6	3	5	12	15
390162	8	0	11	11	11	6	7	12	1
390167	7	0	10	12	15	7	8	19	18
390168	5	0	4	10	5	10	4	11	1
390190	5	0	4	29	8	6	6	9	2
390195	8	0	11	14	8	6	10	13	5
390197	8	0	14	29	11	38	8	8	9
390199	7.5	0	15	21	15	7	7	13	7
390201	9	0	11	25	13	8	8	9	12
390226	3	0	13	32	12	35	8	7	18
390243	5	0	14	25	11	8	8	12	20
390245	9	0	15	19	13	11	4	9	19
390260	6	0	7	18	12	7	5	7	9
390261	6	0	8	21	14	10	8	10	7
390264	8	0	16	14	18	7	11	10	19
390265	8	0	11	24	11	8	8	10	15
390271	8	0	17	15	18	5	4	7	6
390275	2	0	17	26	11	7	5	12	5
3903	0	2	21	26	8	51	25	14	7
390321	7	0	13	17	9	4	7	26	16
390323	9	0	13	22	14	8	7	17	7
390327	9	0	6	13	7	1	3	5	5
3904	7.5	0	13	29	13	25	7	16	17
390429	6.5	0	16	13	13	7	7	13	11
390437	3	0	12	19	10	7	4	8	10
390439	8	0	12	20	14	6	14	10	25
390445	5	0	12	26	10	7	8	9	11
390539	5	0	23	23	17	14	12	27	8
390595	10	1	13	8	35	8	7	9	15
3906	9	0	13	24	11	6	8	12	17
390648	7.5	0	6	15	12	5	7	13	1
390649	8	0	12	13	9	7	5	6	8
390651	8	0	10	29	10	5	6	16	19
390732	0.5	0	9	10	11	8	8	14	5
390756	8	0	18	25	10	7	7	11	22
390792	8	0	16	24	11	9	7	15	12
390858	9	0	12	28	12	10	8	9	12
390882	9	0	13	22	16	7	6	18	15
390883	5	0	12	30	14	10	8	15	11
390892	8	0	5	20	11	8	7	13	3
390963	10	5	12	9	15	6	7	43	13
390999	6	0	12	20	11	7	6	15	19
391013	8	0	20	15	11	27	8	8	12
391037	6.5	0	14	18	8	8	6	9	1
391051	10	0	12	14	13	6	9	10	14
391059	9.5	1	17	7	6	21	63	6	21
391104	10	0	13	9	19	8	6	8	25
391107	7	0	18	19	10	6	12	12	2
391109	8	0	11	21	6	9	8	13	12
391112	7	0	10	31	8	5	4	8	4
391114	7.5	0	11	28	16	7	5	9	5
391189	8	0	13	19	17	10	9	13	18
391190	6	0	13	12	13	14	7	14	1
391194	5	0	11	11	5	7	2	9	1
391195	7	0	11	19	8	8	2	9	21
391211	9	0	16	16	13	5	7	20	19
391253	7	0	20	23	10	7	5	7	4
391257	9	0	13	8	10	9	8	6	22
391365	10	0	11	14	10	6	4	8	1
391518	9	0	15	17	11	5	10	21	24
391712	9	0	33	13	12	28	62	17	18
392138	9	0	12	12	13	7	7	15	26
392196	10	0	5	5	9	5	4	7	4
392309	9	0	14	28	12	11	9	7	17
392360	6	0	10	23	11	6	6	14	15
392390	9.5	0	11	10	13	16	6	6	8
392391	10	0	12	13	20	7	7	8	19
392392	10	0	18	12	15	9	6	10	18
392399	8	0	13	25	8	7	8	13	25
392452	10	0	4	12	4	3	2	6	3
392459	7	0	3	11	2	3	1	5	2
392617	9	0	14	26	11	10	7	27	15
392636	4.5	0	6	10	7	4	5	5	2
3929	8	0	13	25	9	7	6	12	19
393046	5	0	15	21	13	8	9	13	13
3932	0	34	79	4	8	57	29	2	21
3934	6	0	15	20	9	12	7	6	19
3936	0	188	41	3	8	64	84	4	8
3937	0	18	68	5	10	59	144	4	20
3938	10	0	17	9	11	16	7	8	13
3948	10	0	15	21	9	20	7	15	23
3950	0.5	0	8	5	8	25	5	5	3
3957	3	0	17	22	10	56	9	9	14
3960	10	1	11	10	19	11	5	8	16
3963	10	0	12	11	11	14	6	7	19
3964	9	14	13	15	12	7	6	9	16
3965	0	46	32	7	11	55	79	5	15
397	0	427	37	5	12	34	96	3	14
3977	6	0	13	13	14	8	7	12	16
399	0	203	56	1	26	40	141	5	10
3990	9	0	16	27	10	20	8	11	15
3991	10	4	13	14	12	5	4	6	20
399670	5.5	0	2	9	10	5	6	8	2
399671	9.5	1	13	14	10	5	8	10	16
399697	2	0	12	23	17	14	9	20	18
399715	10	0	10	13	13	7	9	16	18
399744	10	2	7	5	21	6	5	24	5
399746	5.5	0	9	9	8	9	7	14	7
399814	8	0	16	25	12	8	9	13	14
399815	10	1	7	5	17	12	6	14	1
399827	6	0	13	18	13	6	11	15	15
399876	1	0	15	11	13	10	7	12	21
399881	5.5	0	11	19	13	10	5	18	12
399888	10	0	18	8	32	16	6	5	21
399923	9	0	22	12	9	60	5	6	20
399948	8	1	9	17	10	20	5	6	1
399959	3	0	7	15	4	7	2	8	7
399967	7	0	1	10	7	6	4	9	1
399968	5	0	7	21	8	5	8	20	2
400046	7	0	11	23	7	5	4	6	7
400058	8	0	14	17	14	10	8	11	10
400073	5	1	24	11	10	43	21	5	16
400087	6	0	7	9	13	7	8	7	5
400121	7	0	7	7	9	1	12	17	13
400123	10	0	12	17	12	25	4	9	10
400165	9	0	15	13	12	12	7	9	15
400221	6.5	0	47	16	9	63	20	6	16
400359	7	0	15	14	14	11	9	10	19
4005	6	0	14	11	8	41	21	8	16
400500	10	0	11	10	9	6	5	17	18
400619	10	0	15	14	12	7	8	13	17
400620	7	0	12	28	11	9	9	13	17
400624	7	0	43	14	6	60	10	5	22
400629	8	0	13	23	7	29	5	12	20
400654	8	0	12	15	10	10	7	12	3
400655	9	0	9	22	14	7	7	14	13
400696	3	0	19	16	14	25	8	7	17
400720	4	1	45	8	29	46	75	16	15
400735	3	0	13	13	12	5	5	12	9
400759	9	0	1	11	2	13	3	1	1
400765	0	0	10	25	8	9	4	18	19
400793	8	0	16	16	17	6	7	10	18
400794	10	0	12	15	8	9	8	15	20
4008	10	6	10	8	14	7	6	7	21
400804	5	0	14	21	10	9	10	13	4
400823	9	2	18	8	26	36	5	7	3
400830	5.5	0	14	18	10	22	8	8	4
400831	6.5	0	16	23	11	5	6	10	14
400839	6	0	15	15	10	8	7	13	12
400866	2	0	12	26	17	6	10	14	15
400892	4.5	0	13	25	8	29	4	9	15
400940	6	0	17	24	14	30	11	14	17
400941	9	0	14	16	12	10	8	15	17
400950	6	0	22	26	12	21	8	14	21
400952	7.5	0	9	17	9	9	5	14	11
400958	0	2	32	8	9	53	71	7	7
401014	9	0	10	15	9	10	7	15	15
401036	9	0	8	16	10	9	8	17	17
401067	4.5	0	15	16	9	7	7	16	6
401081	8	0	10	13	8	5	9	11	13
401082	10	0	11	14	14	5	8	15	23
401105	10	1	20	8	34	16	6	7	15
401109	9	0	23	8	7	59	5	6	19
401124	10	0	9	22	8	7	6	5	15
401134	7	0	9	5	10	6	9	11	4
401135	9	0	14	11	12	6	5	18	13
401136	6.5	0	3	11	1	4	1	6	1
401138	5	0	7	4	5	2	7	3	4
401149	10	3	14	10	25	6	9	8	19
401152	10	39	9	14	12	4	6	7	14
401164	5	0	6	11	14	7	6	15	15
401172	9	0	17	16	12	7	9	8	20
401177	10	0	11	18	11	8	8	9	23
401233	0	1	34	7	10	63	78	4	21
401258	10	0	15	9	10	10	4	7	18
401260	1.5	0	10	22	10	7	9	10	10
401265	9	0	10	27	7	7	5	8	12
401282	9	0	13	18	16	7	7	11	17
401288	7	0	9	18	15	8	7	9	15
4013	0	5	25	8	7	53	63	5	15
401321	10	5	14	12	16	8	8	9	16
401324	9	0	12	11	8	7	6	12	11
401335	10	0	20	9	11	14	5	9	18
401337	9	0	15	8	15	4	7	12	21
401375	10	2	9	12	8	23	7	10	14
401388	9	0	2	10	3	5	7	3	1
401397	0	5	13	2	12	9	25	4	12
401409	1	0	19	24	10	41	36	15	13
401492	7	0	14	16	6	7	4	14	14
401497	8	0	14	9	4	5	5	19	17
401546	10	0	15	19	17	9	10	10	29
401557	5	0	14	23	15	8	8	10	16
401565	10	1	15	18	9	10	6	7	22
401665	8	0	7	10	13	6	5	12	1
401667	6	0	2	4	4	4	2	4	1
401720	3.5	0	15	28	15	19	8	12	26
4018	7	0	10	18	10	11	8	11	4
401944	10	4	21	10	8	9	6	11	16
401983	8	0	10	12	12	5	9	29	5
401994	8	0	18	24	10	6	6	12	13
402117	1.5	0	9	17	11	14	6	11	9
402176	9	1	13	11	11	6	6	8	10
402483	10	21	8	5	30	7	7	8	10
4025	9	0	8	18	8	8	4	5	3
402569	9	0	14	23	12	7	4	14	18
402779	6	0	11	17	12	7	6	13	6
403277	5	0	6	13	11	6	6	3	1
403278	9	0	13	13	7	4	10	9	17
403282	8	0	12	22	9	6	5	12	7
403284	6	0	7	15	6	3	3	12	1
4033	0	99	3	2	3	49	49	4	2
403314	6	0	13	15	7	12	8	7	11
403315	7	0	10	16	12	6	10	11	17
404203	7	0	12	9	8	4	6	12	15
404266	6	0	14	25	9	11	5	6	19
404552	4	0	15	33	9	9	8	10	15
404744	0.5	0	14	13	14	6	7	22	11
404785	10	0	11	13	5	4	5	16	23
4048	10	65	18	12	11	41	6	8	12
4057	6	0	13	26	12	6	10	8	18
405754	10	0	20	10	18	10	7	11	11
4060	2	0	9	8	3	10	5	7	3
4063	0	78	105	3	9	45	84	3	11
4064	0	9	66	4	11	58	85	3	16
406882	7	0	9	16	4	5	7	6	1
406886	5.5	8	15	5	30	32	7	6	14
406890	8	2	31	4	37	40	5	7	14
406892	7	0	18	9	9	5	5	9	8
406893	9	0	9	6	37	14	6	7	1
406894	9	0	14	10	32	8	4	5	20
406896	9	6	9	6	33	31	6	6	10
4069	10	0	11	11	11	29	7	8	12
406900	9	2	12	7	56	15	7	8	28
406901	10	0	11	9	20	9	6	4	2
406902	0	0	32	29	8	41	85	9	18
406906	7	0	16	29	7	7	6	8	17
406911	4	0	8	28	7	8	7	12	11
406912	7	0	3	6	3	2	2	8	6
406915	9	0	8	5	14	8	7	6	10
406916	7	0	12	13	18	8	8	12	7
406917	9	0	11	28	13	16	6	7	21
406919	2	0	13	29	7	19	4	6	20
406924	8	0	12	16	15	9	8	15	20
406929	7	0	15	31	11	17	7	7	13
406930	10	0	17	11	8	21	8	6	23
406931	3	0	25	15	8	82	7	5	26
406935	9	0	18	33	15	9	8	14	14
406936	10	0	13	8	39	16	6	11	21
406938	7	0	12	19	14	23	7	10	9
406939	5.5	0	17	16	11	9	11	17	17
406945	8	0	12	22	16	10	10	19	12
406946	7	0	9	17	12	10	9	14	21
406947	0	35	18	1	9	25	1	4	1
406950	10	0	7	5	22	10	4	5	16
406954	8	0	13	17	11	6	9	7	2
406956	8	0	13	17	11	8	9	7	2
406960	2	0	9	30	10	13	6	7	23
406962	10	11	9	3	33	9	5	8	6
406963	10	0	12	18	10	11	8	10	20
406965	8	0	7	21	12	7	5	14	3
406969	10	1	14	1	26	7	3	9	16
406973	0	0	11	43	9	16	4	17	18
406974	9	1	12	8	14	7	4	10	9
406975	6.5	0	14	22	5	22	6	8	11
406981	10	0	3	7	6	5	4	7	3
406987	7	0	13	11	11	7	4	13	9
406988	8	0	19	20	14	6	9	13	9
406989	8	0	14	26	12	7	5	15	16
406991	0	0	55	2	6	36	12	5	17
406993	9	0	10	16	14	8	7	13	10
406997	10	0	14	1	26	7	3	9	16
406998	7	0	14	13	12	9	5	11	17
406999	7.5	0	11	12	11	7	7	11	5
407000	8	0	16	10	13	7	4	8	15
407001	8	0	12	21	15	7	7	14	14
407006	10	1	2	3	6	3	1	3	1
407014	9	4	10	7	56	15	7	8	28
407015	9	0	17	20	10	9	10	8	16
407016	10	1	13	7	51	11	5	4	23
407021	9	0	10	5	35	14	5	5	11
407023	8.5	0	9	16	9	7	8	12	13
407024	10	0	10	5	35	14	3	5	5
407026	9.5	20	14	7	38	16	6	6	12
407027	9	0	6	9	19	22	6	8	4
407030	9.5	0	1	4	4	5	5	5	1
407031	10	0	18	7	41	6	6	12	19
407033	10	0	10	8	25	6	6	7	12
407034	9	0	7	6	38	9	4	7	8
407036	9.5	0	10	5	27	7	6	7	14
407039	10	0	12	7	27	13	4	8	18
407040	10	0	17	16	14	5	6	11	20
407044	9	0	12	29	12	11	11	7	18
407045	7	0	18	18	8	11	7	12	16
407047	0	0	7	30	8	30	23	21	14
407049	10	0	3	7	6	5	4	7	3
407050	9	2	10	7	56	15	7	8	28
4071	8	0	13	19	15	6	9	13	17
407738	0	0	12	15	11	4	4	15	5
408187	4.5	0	6	18	5	3	11	11	1
408263	8	1	17	5	31	36	7	7	3
414060	9	2	9	27	9	6	3	3	27
414152	8	0	36	8	13	73	6	8	27
414157	9	0	20	15	13	7	7	10	20
414189	10	7	10	7	20	6	4	5	14
414197	10	8	5	5	44	5	6	55	4
4142	9.5	0	12	22	11	7	6	10	16
414201	9	0	11	19	11	9	5	10	12
414208	10	5	5	8	43	7	4	52	1
414235	9	0	13	22	9	8	7	13	18
414236	9	0	13	9	10	22	8	10	20
414243	10	0	22	16	13	10	6	10	15
414260	2.5	0	10	18	10	8	9	12	16
4143	5	0	12	19	13	7	9	7	5
414926	5	0	22	13	11	29	7	9	14
415	8	0	9	13	7	14	4	13	10
415056	6	0	15	26	10	12	8	11	25
4151	9	0	8	27	5	32	3	9	20
415117	9.5	0	6	1	12	5	3	5	3
4153	4	0	11	16	14	8	5	10	9
4158	10	0	18	15	12	10	8	12	19
4160	4.5	0	13	19	13	12	10	12	3
4168	10	0	3	5	6	2	4	4	3
417	8.5	0	14	36	16	8	8	18	17
4184	8.5	0	14	23	9	7	5	12	11
420	10	0	9	17	10	6	10	7	13
4208	10	43	2	2	4	3	2	3	5
4210	10	0	14	27	14	11	5	12	24
4222	4.5	0	17	32	11	10	5	9	20
4225	5.5	0	13	18	6	5	7	7	3
4245	2	17	27	6	6	66	7	6	14
4246	8	0	16	24	11	10	8	15	23
4249	8	37	44	3	27	80	8	3	1
4250	8	0	11	25	17	7	6	10	14
4256	9	0	9	25	5	27	4	10	5
4257	1	0	14	28	12	10	9	16	16
4258	0	2	44	10	9	31	103	6	15
4261	0	96	80	4	8	52	104	3	21
4281	10	0	7	7	6	2	3	5	2
4284	0	0	51	4	18	49	115	6	24
4295	8	0	18	31	10	6	7	7	26
4311	7	0	12	9	16	7	7	13	14
4312	8	0	9	15	13	6	8	14	6
4314	5	0	5	8	11	6	4	9	1
4316	3	0	12	23	4	21	7	4	11
431705	5.5	1	21	5	13	39	7	7	19
431707	2	0	11	31	13	10	9	15	11
4318	7	0	14	28	8	21	5	14	16
4321	6	0	11	17	14	7	6	9	3
432369	9	3	16	21	7	7	8	30	18
4327	10	2	17	24	10	5	5	7	17
433	10	0	12	19	10	10	8	12	17
4331	0	4	50	14	6	27	134	6	13
4336	7.5	0	10	14	11	5	7	15	15
434	10	1	15	10	17	12	5	7	17
4352	8	0	12	19	10	9	8	9	16
4355	6.5	0	7	24	8	35	6	9	17
4358	10	13	12	7	44	15	6	7	16
4359	8.5	1	13	8	11	9	5	8	15
43847	7	0	15	22	14	9	7	9	16
43849	6	0	12	21	15	11	7	14	21
439915	3	0	20	29	11	32	6	11	21
439927	9	0	9	25	10	7	9	9	10
439934	7	0	19	16	15	9	9	16	12
439941	6	0	12	13	7	30	6	4	10
439950	3	0	15	17	9	25	8	9	11
439965	9	2	13	11	8	2	7	11	13
440021	8	0	11	32	7	6	5	9	22
440023	8	0	17	27	9	12	7	13	18
440040	6	0	21	19	15	7	6	23	13
440050	8	0	14	27	16	8	8	12	14
440051	8	0	17	24	11	10	6	9	22
440068	6	0	8	14	11	11	5	10	1
440077	7	0	9	18	11	23	4	7	3
440087	10	0	2	2	1	3	2	4	1
440101	7.5	0	9	19	25	11	5	7	20
440107	10	1	11	8	20	7	7	10	1
440117	2	0	14	14	9	26	4	10	14
440131	0	0	17	29	15	31	9	14	14
440163	8	0	14	27	13	11	5	7	17
440173	8	0	10	13	10	7	7	12	14
440184	5	0	6	8	5	4	2	3	10
440224	7	0	11	11	9	3	2	10	5
440243	9	0	10	14	9	7	5	8	7
440300	7	0	15	17	17	9	5	15	20
440335	10	0	13	15	14	8	6	9	16
440354	10	5	5	4	20	4	2	3	14
440362	9	0	16	26	17	9	7	14	18
440419	9	0	16	25	16	9	7	9	23
440435	9	0	12	36	14	10	6	9	16
440503	10	0	20	24	18	37	9	25	17
440515	0	15	63	11	15	33	110	14	24
440533	7	0	12	20	10	9	9	19	16
440560	4	0	17	24	22	8	8	18	6
440561	6	0	4	14	7	3	2	7	1
440563	8	0	15	28	14	15	10	24	5
440567	10	24	17	18	9	10	8	10	18
440594	6	0	2	13	4	6	3	13	1
440603	10	1	14	5	12	9	4	7	20
440695	8	0	14	26	12	12	7	9	21
440699	4	0	16	22	16	17	7	9	16
440704	8	0	9	10	10	9	6	13	6
440712	0	7	126	3	23	78	29	6	18
440738	4	0	14	24	12	18	23	11	15
440757	9	0	14	16	10	11	8	9	12
440822	9	0	14	23	11	7	7	15	18
440888	4	0	8	8	8	7	6	15	19
440896	5	0	22	46	11	12	5	9	12
440905	5	0	11	10	10	4	4	5	20
440910	7	0	16	14	14	12	7	10	22
440955	10	0	12	12	11	9	8	10	19
440956	10	0	12	29	11	12	7	10	18
440970	9	0	5	6	17	4	4	9	21
441024	8.5	2	8	19	6	6	5	9	9
441025	5.5	0	9	12	8	8	5	15	1
441054	9	0	11	13	15	7	7	11	13
441089	10	2	14	16	16	6	8	16	16
441116	5	0	7	11	11	6	7	15	1
441194	10	6	12	19	13	7	5	10	15
441234	9	0	11	10	14	7	11	21	15
441251	8.5	0	12	19	10	6	7	8	15
441272	10	3	11	6	22	7	5	4	14
441282	3	0	15	27	7	24	6	8	11
441294	10	0	11	10	7	4	3	7	17
441355	9	0	12	12	13	8	10	16	19
441374	6.5	0	79	10	9	59	7	10	25
441389	9	0	8	8	10	3	10	18	20
441452	10	0	5	6	6	3	3	6	8
441454	10	1	17	9	17	20	6	7	10
441455	9.5	0	13	24	18	8	8	10	12
441525	10	0	6	8	4	3	2	8	4
441581	5	0	12	24	17	11	10	14	21
441687	10	1	18	9	12	4	11	14	15
441818	7	0	10	17	11	9	9	10	11
441864	10	0	18	20	18	6	7	36	13
441897	9	0	6	15	12	12	5	8	1
441911	8	0	14	24	11	8	6	13	6
441932	8	0	11	24	10	7	9	11	14
441933	5	0	6	20	13	6	7	11	1
442028	9	0	18	18	15	7	9	16	18
442038	7	0	8	14	2	4	7	15	1
442132	9	0	12	13	12	8	3	12	14
442245	9.5	0	14	23	11	8	5	11	17
442247	9	0	7	12	12	8	8	11	14
442361	3	0	12	15	9	7	9	10	8
442421	7.5	0	20	9	15	34	9	12	6
442454	10	2	8	3	17	10	4	7	9
442590	10	2	12	8	29	9	8	7	14
442720	4.5	0	8	11	10	8	6	13	1
442721	7.5	0	12	25	9	5	4	8	10
442890	8	0	12	17	10	6	5	10	2
442891	10	0	13	18	10	39	8	8	22
442892	10	1	13	5	16	20	6	7	19
442897	8	0	15	12	11	9	7	15	18
442903	9	1	11	6	28	7	6	8	11
442904	10	0	8	13	18	6	4	4	14
442908	9	0	15	8	20	13	6	8	15
442913	8	0	10	8	9	8	8	14	12
442917	10	0	15	19	12	7	8	19	27
442918	9	0	15	13	12	5	8	19	27
443	8.5	0	3	17	8	6	4	4	11
444882	8	0	14	26	14	9	8	16	14
445347	6	0	19	31	8	18	7	8	23
445372	3	9	12	22	8	34	20	10	15
4477	9	0	14	18	15	6	6	11	20
4481	6	0	14	13	12	10	8	13	15
448834	6.5	0	13	18	14	6	7	14	14
448835	5	0	13	20	12	8	8	12	10
4490	8	0	17	20	13	35	5	5	20
449491	5.5	0	16	23	8	7	8	11	11
449492	8.5	0	14	22	11	7	9	13	13
449493	6	0	10	32	10	12	7	13	15
449520	10	1	28	8	8	35	5	6	20
4542	0	8	39	9	10	64	67	7	18
4593	8	0	7	10	14	12	8	11	1
4600	4	11	77	6	9	44	66	8	19
4604	5	0	8	23	8	13	7	8	3
4607	9	0	22	5	24	14	6	7	24
4619	8	0	13	8	6	12	9	9	12
462	10	0	16	16	12	12	7	7	18
4620	7	0	8	25	10	7	7	15	2
4621	10	3	14	12	16	7	8	14	21
4624	7	0	15	28	12	12	8	10	22
4625	7	0	15	19	9	9	7	10	18
4626	4.5	0	9	12	5	2	5	13	3
4632	5	0	8	11	6	8	3	5	11
4633	10	0	17	22	12	8	6	9	18
4634	7	0	16	22	9	8	7	8	19
4637	0	174	82	4	21	62	110	3	20
4640	10	0	19	9	11	10	6	5	10
4648	10	0	15	27	9	12	5	8	16
4653	7	0	15	27	9	13	8	11	17
467	8	0	25	14	6	44	44	13	14
4671	10	6	11	2	24	8	5	4	4
4680	5	0	11	26	11	6	5	11	12
4688	3	16	32	7	7	57	27	6	23
4689	0	46	54	6	6	65	44	5	17
4693	3	0	5	18	6	11	5	7	7
4703	9.5	1	7	7	7	9	3	6	1
4725	0	51	66	9	12	42	118	6	16
4739	0	10	43	5	7	43	88	3	20
474338	10	9	15	7	36	17	7	21	11
474344	4.5	0	12	17	12	35	7	16	17
474354	10	0	12	8	38	9	11	9	11
4753	8	0	9	7	12	7	6	11	17
4759	10	0	15	12	9	12	6	6	21
480	9	0	13	23	14	8	9	8	23
4815	8	1	16	31	13	30	4	8	19
4818	9.5	0	13	15	12	17	5	10	20
4837	7	0	24	21	10	50	6	7	18
4846	9	0	13	20	14	7	5	36	20
486	7	0	25	30	10	57	8	7	20
4860	0	3	51	6	7	46	129	5	19
4878	10	3	12	7	22	12	5	9	18
4891	8	7	21	17	9	38	27	5	20
4892	8.5	0	10	18	7	10	4	6	12
4893	0	44	67	4	8	36	115	3	21
49	9	0	14	31	12	9	4	9	19
4921	7	0	15	18	10	21	8	8	2
492307	7	0	1	5	3	3	4	13	1
492311	10	2	8	6	12	13	6	4	1
4938	0	14	55	5	8	57	61	4	5
493860	10	2	15	17	13	11	9	9	14
493869	3	0	5	23	9	5	5	13	7
4939	0	8	69	5	10	52	103	6	21
493901	9	0	10	22	7	10	6	8	14
494127	10	0	19	16	11	6	8	15	19
494188	9	0	20	14	11	24	15	11	14
494197	5	0	7	13	6	5	2	4	4
494325	8	0	11	10	11	10	7	12	14
494326	9	0	14	11	14	7	9	17	21
494328	8	0	10	19	11	7	8	12	16
494329	9	0	15	12	11	9	7	15	18
494330	8	0	15	13	11	8	8	15	24
494331	8	0	12	16	12	9	8	14	20
